period,report_date,report_year,chart_series,panel,period_label,value_usd_per_day,is_latest,source_file
2024-08,2025-06-23,2025,1y_tc,VLCC 1y TC,Aug-24,49300,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-09,2025-06-23,2025,1y_tc,VLCC 1y TC,Sep-24,49100,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-10,2025-06-23,2025,1y_tc,VLCC 1y TC,Oct-24,51000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-11,2025-06-23,2025,1y_tc,VLCC 1y TC,Nov-24,46800,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-12,2025-06-23,2025,1y_tc,VLCC 1y TC,Dec-24,40800,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-01,2025-06-23,2025,1y_tc,VLCC 1y TC,Jan-25,45400,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-02,2025-06-23,2025,1y_tc,VLCC 1y TC,Feb-25,44400,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-03,2025-06-23,2025,1y_tc,VLCC 1y TC,Mar-25,47600,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-04,2025-06-23,2025,1y_tc,VLCC 1y TC,Apr-25,50500,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-05,2025-06-23,2025,1y_tc,VLCC 1y TC,May-25,46600,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2019-10,2021-10-18,2021,spot,Aframax spot,Oct-19,40000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-01,2021-10-18,2021,spot,Aframax spot,Jan-20,110000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-04,2021-10-18,2021,spot,Aframax spot,Apr-20,60000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-07,2021-10-18,2021,spot,Aframax spot,Jul-20,10000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-10,2021-10-18,2021,spot,Aframax spot,Oct-20,0,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-11,2022-07-01,2022,spot,Aframax spot,Nov-20,-2000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-01,2021-10-18,2021,spot,Aframax spot,Jan-21,-10000,0,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-01,2022-07-01,2022,spot,Aframax spot,Jan-21,-5000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-03,2022-07-01,2022,spot,Aframax spot,Mar-21,15000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-04,2021-10-18,2021,spot,Aframax spot,Apr-21,0,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-04,2026-04-20,2026,spot,Aframax spot,Apr 21,10000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2021-05,2022-07-01,2022,spot,Aframax spot,May-21,2000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-07,2021-10-18,2021,spot,Aframax spot,Jul-21,10000,0,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-07,2022-07-01,2022,spot,Aframax spot,Jul-21,10000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-09,2022-07-01,2022,spot,Aframax spot,Sep-21,0,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-09,2026-04-20,2026,spot,Aframax spot,Sept 21,5000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2021-10,2021-10-18,2021,spot,Aframax spot,Oct-21,0,0,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-10,2023-06-26,2023,spot,Aframax spot,Oct-21,-2000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2021-11,2022-07-01,2022,spot,Aframax spot,Nov-21,15000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-11,2023-06-26,2023,spot,Aframax spot,Nov-21,6000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2021-12,2023-06-26,2023,spot,Aframax spot,Dec-21,10000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-01,2022-07-01,2022,spot,Aframax spot,Jan-22,-5000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-01,2023-06-26,2023,spot,Aframax spot,Jan-22,8000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-02,2023-06-26,2023,spot,Aframax spot,Feb-22,-2000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-02,2026-04-20,2026,spot,Aframax spot,Feb 22,15000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2022-03,2022-07-01,2022,spot,Aframax spot,Mar-22,80000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-03,2023-06-26,2023,spot,Aframax spot,Mar-22,75000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-04,2023-06-26,2023,spot,Aframax spot,Apr-22,15000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-05,2022-07-01,2022,spot,Aframax spot,May-22,40000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-05,2023-06-26,2023,spot,Aframax spot,May-22,40000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-06,2023-06-26,2023,spot,Aframax spot,Jun-22,15000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-07,2022-07-01,2022,spot,Aframax spot,Jul-22,25000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-07,2023-06-26,2023,spot,Aframax spot,Jul-22,30000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-07,2026-04-20,2026,spot,Aframax spot,Jul 22,20000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2022-08,2023-06-26,2023,spot,Aframax spot,Aug-22,60000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-09,2023-06-26,2023,spot,Aframax spot,Sep-22,50000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-10,2023-06-26,2023,spot,Aframax spot,Oct-22,65000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-11,2023-06-26,2023,spot,Aframax spot,Nov-22,75000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-12,2023-06-26,2023,spot,Aframax spot,Dec-22,145000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-12,2026-04-20,2026,spot,Aframax spot,Dec 22,105000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2023-01,2023-06-26,2023,spot,Aframax spot,Jan-23,65000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-02,2023-06-26,2023,spot,Aframax spot,Feb-23,55000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-03,2023-06-26,2023,spot,Aframax spot,Mar-23,55000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-04,2023-06-26,2023,spot,Aframax spot,Apr-23,75000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-05,2023-06-26,2023,spot,Aframax spot,May-23,55000,0,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-05,2024-07-01,2024,spot,Aframax spot,May-23,38000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-05,2026-04-20,2026,spot,Aframax spot,May 23,50000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2023-06,2023-06-26,2023,spot,Aframax spot,Jun-23,40000,0,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-06,2024-07-01,2024,spot,Aframax spot,Jun-23,57000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-07,2024-07-01,2024,spot,Aframax spot,Jul-23,41000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-08,2024-07-01,2024,spot,Aframax spot,Aug-23,20000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-09,2024-07-01,2024,spot,Aframax spot,Sep-23,1000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-10,2024-07-01,2024,spot,Aframax spot,Oct-23,-3000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-10,2026-04-20,2026,spot,Aframax spot,Oct 23,10000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2023-11,2024-07-01,2024,spot,Aframax spot,Nov-23,103000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-12,2024-07-01,2024,spot,Aframax spot,Dec-23,75000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-01,2024-07-01,2024,spot,Aframax spot,Jan-24,80000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-02,2024-07-01,2024,spot,Aframax spot,Feb-24,71000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-03,2024-07-01,2024,spot,Aframax spot,Mar-24,26000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-03,2026-04-20,2026,spot,Aframax spot,Mar 24,45000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2024-04,2024-07-01,2024,spot,Aframax spot,Apr-24,41000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-05,2024-07-01,2024,spot,Aframax spot,May-24,45000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-06,2024-07-01,2024,spot,Aframax spot,Jun-24,53000,0,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-06,2025-06-23,2025,spot,Aframax spot,Jun-24,67000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-07,2025-06-23,2025,spot,Aframax spot,Jul-24,30000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-08,2025-06-23,2025,spot,Aframax spot,Aug-24,25000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-08,2026-04-20,2026,spot,Aframax spot,Aug 24,25000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2024-09,2025-06-23,2025,spot,Aframax spot,Sep-24,25000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-10,2025-06-23,2025,spot,Aframax spot,Oct-24,35000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-11,2025-06-23,2025,spot,Aframax spot,Nov-24,30000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-12,2025-06-23,2025,spot,Aframax spot,Dec-24,45000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-01,2025-06-23,2025,spot,Aframax spot,Jan-25,20000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-01,2026-04-20,2026,spot,Aframax spot,Jan 25,40000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2025-02,2025-06-23,2025,spot,Aframax spot,Feb-25,25000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-03,2025-06-23,2025,spot,Aframax spot,Mar-25,55000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-04,2025-06-23,2025,spot,Aframax spot,Apr-25,50000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-05,2025-06-23,2025,spot,Aframax spot,May-25,35000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-06,2026-04-20,2026,spot,Aframax spot,Jun 25,30000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2025-11,2026-04-20,2026,spot,Aframax spot,Nov 25,80000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2026-04,2026-04-20,2026,spot,Aframax spot,Apr 26,125000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2019-10,2021-10-18,2021,spot,LR1 spot,Oct-19,10000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-01,2021-10-18,2021,spot,LR1 spot,Jan-20,20000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-04,2021-10-18,2021,spot,LR1 spot,Apr-20,40000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-07,2021-10-18,2021,spot,LR1 spot,Jul-20,20000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-10,2021-10-18,2021,spot,LR1 spot,Oct-20,5000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-11,2022-07-01,2022,spot,LR1 spot,Nov-20,6000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-01,2021-10-18,2021,spot,LR1 spot,Jan-21,0,0,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-01,2022-07-01,2022,spot,LR1 spot,Jan-21,11000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-03,2022-07-01,2022,spot,LR1 spot,Mar-21,6000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-04,2021-10-18,2021,spot,LR1 spot,Apr-21,10000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-05,2022-07-01,2022,spot,LR1 spot,May-21,14000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-07,2021-10-18,2021,spot,LR1 spot,Jul-21,5000,0,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-07,2022-07-01,2022,spot,LR1 spot,Jul-21,8000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-09,2022-07-01,2022,spot,LR1 spot,Sep-21,13000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-10,2021-10-18,2021,spot,LR1 spot,Oct-21,5000,0,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-10,2023-06-26,2023,spot,LR1 spot,Oct-21,5000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2021-11,2022-07-01,2022,spot,LR1 spot,Nov-21,10000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-11,2023-06-26,2023,spot,LR1 spot,Nov-21,8000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2021-12,2023-06-26,2023,spot,LR1 spot,Dec-21,10000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-01,2022-07-01,2022,spot,LR1 spot,Jan-22,4000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-01,2023-06-26,2023,spot,LR1 spot,Jan-22,11000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-02,2023-06-26,2023,spot,LR1 spot,Feb-22,2000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-03,2022-07-01,2022,spot,LR1 spot,Mar-22,10000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-03,2023-06-26,2023,spot,LR1 spot,Mar-22,18000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-04,2023-06-26,2023,spot,LR1 spot,Apr-22,15000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-05,2022-07-01,2022,spot,LR1 spot,May-22,12000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-05,2023-06-26,2023,spot,LR1 spot,May-22,45000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-06,2023-06-26,2023,spot,LR1 spot,Jun-22,57000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-07,2022-07-01,2022,spot,LR1 spot,Jul-22,47000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-07,2023-06-26,2023,spot,LR1 spot,Jul-22,38000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-08,2023-06-26,2023,spot,LR1 spot,Aug-22,40000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-09,2023-06-26,2023,spot,LR1 spot,Sep-22,55000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-10,2023-06-26,2023,spot,LR1 spot,Oct-22,25000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-11,2023-06-26,2023,spot,LR1 spot,Nov-22,35000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-12,2023-06-26,2023,spot,LR1 spot,Dec-22,70000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-01,2023-06-26,2023,spot,LR1 spot,Jan-23,18000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-02,2023-06-26,2023,spot,LR1 spot,Feb-23,18000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-03,2023-06-26,2023,spot,LR1 spot,Mar-23,38000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-04,2023-06-26,2023,spot,LR1 spot,Apr-23,38000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-05,2023-06-26,2023,spot,LR1 spot,May-23,30000,0,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-05,2024-07-01,2024,spot,LR1 spot,May-23,38000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-06,2023-06-26,2023,spot,LR1 spot,Jun-23,25000,0,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-06,2024-07-01,2024,spot,LR1 spot,Jun-23,32000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-07,2024-07-01,2024,spot,LR1 spot,Jul-23,18000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-08,2024-07-01,2024,spot,LR1 spot,Aug-23,20000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-09,2024-07-01,2024,spot,LR1 spot,Sep-23,25000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-10,2024-07-01,2024,spot,LR1 spot,Oct-23,25000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-11,2024-07-01,2024,spot,LR1 spot,Nov-23,18000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-12,2024-07-01,2024,spot,LR1 spot,Dec-23,15000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-01,2024-07-01,2024,spot,LR1 spot,Jan-24,38000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-02,2024-07-01,2024,spot,LR1 spot,Feb-24,75000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-03,2024-07-01,2024,spot,LR1 spot,Mar-24,30000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-04,2024-07-01,2024,spot,LR1 spot,Apr-24,60000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-05,2024-07-01,2024,spot,LR1 spot,May-24,40000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-06,2024-07-01,2024,spot,LR1 spot,Jun-24,40000,0,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-06,2025-06-23,2025,spot,LR1 spot,Jun-24,47000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-07,2025-06-23,2025,spot,LR1 spot,Jul-24,38000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-08,2025-06-23,2025,spot,LR1 spot,Aug-24,22000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-09,2025-06-23,2025,spot,LR1 spot,Sep-24,20000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-10,2025-06-23,2025,spot,LR1 spot,Oct-24,25000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-11,2025-06-23,2025,spot,LR1 spot,Nov-24,12000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-12,2025-06-23,2025,spot,LR1 spot,Dec-24,12000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-01,2025-06-23,2025,spot,LR1 spot,Jan-25,22000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-02,2025-06-23,2025,spot,LR1 spot,Feb-25,15000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-03,2025-06-23,2025,spot,LR1 spot,Mar-25,30000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-04,2025-06-23,2025,spot,LR1 spot,Apr-25,20000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-05,2025-06-23,2025,spot,LR1 spot,May-25,25000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2019-10,2021-10-18,2021,spot,LR2 spot,Oct-19,10000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-01,2021-10-18,2021,spot,LR2 spot,Jan-20,30000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-04,2021-10-18,2021,spot,LR2 spot,Apr-20,50000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-07,2021-10-18,2021,spot,LR2 spot,Jul-20,30000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-10,2021-10-18,2021,spot,LR2 spot,Oct-20,10000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-11,2022-07-01,2022,spot,LR2 spot,Nov-20,6000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-01,2021-10-18,2021,spot,LR2 spot,Jan-21,5000,0,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-01,2022-07-01,2022,spot,LR2 spot,Jan-21,10000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-03,2022-07-01,2022,spot,LR2 spot,Mar-21,5000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-04,2021-10-18,2021,spot,LR2 spot,Apr-21,20000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-05,2022-07-01,2022,spot,LR2 spot,May-21,21000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-07,2021-10-18,2021,spot,LR2 spot,Jul-21,10000,0,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-07,2022-07-01,2022,spot,LR2 spot,Jul-21,5000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-09,2022-07-01,2022,spot,LR2 spot,Sep-21,12000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-10,2021-10-18,2021,spot,LR2 spot,Oct-21,5000,0,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-10,2023-06-26,2023,spot,LR2 spot,Oct-21,8000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2021-11,2022-07-01,2022,spot,LR2 spot,Nov-21,10000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-11,2023-06-26,2023,spot,LR2 spot,Nov-21,8000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2021-12,2023-06-26,2023,spot,LR2 spot,Dec-21,10000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-01,2022-07-01,2022,spot,LR2 spot,Jan-22,-2000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-01,2023-06-26,2023,spot,LR2 spot,Jan-22,13000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-02,2023-06-26,2023,spot,LR2 spot,Feb-22,-2000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-03,2022-07-01,2022,spot,LR2 spot,Mar-22,-5000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-03,2023-06-26,2023,spot,LR2 spot,Mar-22,20000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-04,2023-06-26,2023,spot,LR2 spot,Apr-22,15000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-05,2022-07-01,2022,spot,LR2 spot,May-22,10000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-05,2023-06-26,2023,spot,LR2 spot,May-22,64000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-06,2023-06-26,2023,spot,LR2 spot,Jun-22,25000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-07,2022-07-01,2022,spot,LR2 spot,Jul-22,28000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-07,2023-06-26,2023,spot,LR2 spot,Jul-22,32000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-08,2023-06-26,2023,spot,LR2 spot,Aug-22,43000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-09,2023-06-26,2023,spot,LR2 spot,Sep-22,60000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-10,2023-06-26,2023,spot,LR2 spot,Oct-22,30000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-11,2023-06-26,2023,spot,LR2 spot,Nov-22,35000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-12,2023-06-26,2023,spot,LR2 spot,Dec-22,75000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-01,2023-06-26,2023,spot,LR2 spot,Jan-23,65000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-02,2023-06-26,2023,spot,LR2 spot,Feb-23,15000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-03,2023-06-26,2023,spot,LR2 spot,Mar-23,53000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-04,2023-06-26,2023,spot,LR2 spot,Apr-23,48000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-05,2023-06-26,2023,spot,LR2 spot,May-23,35000,0,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-05,2024-07-01,2024,spot,LR2 spot,May-23,46000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-06,2023-06-26,2023,spot,LR2 spot,Jun-23,22000,0,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-06,2024-07-01,2024,spot,LR2 spot,Jun-23,28000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-07,2024-07-01,2024,spot,LR2 spot,Jul-23,18000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-08,2024-07-01,2024,spot,LR2 spot,Aug-23,20000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-09,2024-07-01,2024,spot,LR2 spot,Sep-23,28000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-10,2024-07-01,2024,spot,LR2 spot,Oct-23,38000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-11,2024-07-01,2024,spot,LR2 spot,Nov-23,20000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-12,2024-07-01,2024,spot,LR2 spot,Dec-23,18000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-01,2024-07-01,2024,spot,LR2 spot,Jan-24,50000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-02,2024-07-01,2024,spot,LR2 spot,Feb-24,100000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-03,2024-07-01,2024,spot,LR2 spot,Mar-24,35000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-04,2024-07-01,2024,spot,LR2 spot,Apr-24,88000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-05,2024-07-01,2024,spot,LR2 spot,May-24,52000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-06,2024-07-01,2024,spot,LR2 spot,Jun-24,42000,0,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-06,2025-06-23,2025,spot,LR2 spot,Jun-24,60000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
